main_id,incident_id,incident_type,region_of_incident,incident_date,incident_year,reported_month,number_of_dead,minimum_estimated_number_of_missing,total_number_of_dead_and_missing,number_of_survivors,number_of_females,number_of_males,number_of_children,region_of_origin,cause_of_death,migration_route,location_of_death,information_source,coordinates,unsd_geographical_grouping,article_title,source_quality,url,lon,lat,death_cause_clean
2019.MMP00955,2019.MMP00955,Incident,North America,2019-07-12,2019,July,1.0,,1,,,1.0,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.711982 31.60112,Northern America,,5.0,http://www.humaneborders.info/app/mapa.asp,-111.711982,31.60112,Harsh environmental conditions
2019.MMP00956,2019.MMP00956,Incident,Western Africa,2019-07-13,2019,July,2.0,,2,,,2.0,,Sub-Saharan Africa (P),Sickness / lack of access to adequate healthcare,Sahara Desert crossing,"Garin Kouka, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi), 3.5125 12.95902,Western Africa,,2.0,http://www.mixedmigration.org/4mi/,3.5125,12.95902,Sickness inadequate healthcare access
2019.MMP00957,2019.MMP00957,Incident,Western Africa,2019-07-14,2019,July,3.0,,3,,,3.0,,Sub-Saharan Africa (P),Mixed or unknown,Sahara Desert crossing,"Garin Kouka, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi), 3.5125 12.95902,Western Africa,,2.0,http://www.mixedmigration.org/4mi/,3.5125,12.95902,Mixed or unknown
2019.MMP00958,2019.MMP00958,Incident,Northern Africa,2019-07-12,2019,July,2.0,,2,,2.0,,,Unknown,Mixed or unknown,Sahara Desert crossing,"Unspecified location in the desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi), 16.534439 25.492777,Northern Africa,,2.0,http://www.mixedmigration.org/4mi/,16.534439,25.492777,Mixed or unknown
2019.MMP00959,2019.MMP00959,Incident,Middle Africa,2019-07-14,2019,July,1.0,,1,,,1.0,1.0,Sub-Saharan Africa (P),Vehicle accident / death linked to hazardous transport,,Unspecified location in the Central African Republic,Mixed Migration Monitoring Mechanism Initiative (4Mi), 9.987734 22.524866,Middle Africa,,2.0,http://www.mixedmigration.org/4mi/,9.987734,22.524866,Vehicle accident
2019.MMP00960,2019.MMP00960,Incident,Northern Africa,2019-07-13,2019,July,1.0,,1,,,,1.0,Unknown,Mixed or unknown,Sahara Desert crossing,"Sabha, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi), 14.44099 27.02249,Northern Africa,,2.0,http://www.mixedmigration.org/4mi/,14.44099,27.02249,Mixed or unknown
2019.MMP00961,2019.MMP00961,Incident,Northern Africa,2019-07-13,2019,July,3.0,,3,,2.0,1.0,1.0,Sub-Saharan Africa (P),Mixed or unknown,Sahara Desert crossing,"Bani Walid, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi), 14.03511 31.76402,Northern Africa,,2.0,http://www.mixedmigration.org/4mi/,14.03511,31.76402,Mixed or unknown
2019.MMP00962,2019.MMP00962,Incident,North America,2019-07-13,2019,July,1.0,,1,,,1.0,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -112.4654 31.857367,Northern America,,5.0,http://www.humaneborders.info/app/mapa.asp,-112.4654,31.857367,Harsh environmental conditions
2019.MMP00963,2019.MMP00963,Incident,South-eastern Asia,2019-07-13,2019,July,3.0,,3,,1.0,1.0,,Southern Asia (P),Vehicle accident / death linked to hazardous transport,,"Off the coast of Pattani Province, Thailand",Mixed Migration Monitoring Mechanism Initiative (4Mi), 101.586254 6.854375,Uncategorized,,2.0,http://www.mixedmigration.org/4mi/,101.586254,6.854375,Vehicle accident
2019.MMP00964,2019.MMP00964,Incident,Eastern Africa,2019-07-14,2019,July,2.0,,2,,,2.0,,Eastern Africa (P),Mixed or unknown,,"Dikhil, Djibouti",Mixed Migration Monitoring Mechanism Initiative (4Mi), 42.368422 11.103113,Eastern Africa,,2.0,http://www.mixedmigration.org/4mi/,42.368422,11.103113,Mixed or unknown
2019.MMP00965,2019.MMP00965,Incident,Eastern Africa,2019-07-14,2019,July,4.0,,4,,,4.0,,Eastern Africa (P),"Harsh environmental conditions / lack of adequate shelter, food, water",,"Along rural road in Tadjoura, Djibouti",Mixed Migration Monitoring Mechanism Initiative (4Mi), 42.883085 11.790683,Eastern Africa,,2.0,http://www.mixedmigration.org/4mi/,42.883085,11.790683,Harsh environmental conditions
2019.MMP00966,2019.MMP00966,Incident,Western Asia,2019-07-14,2019,July,1.0,,1,,,1.0,,Eastern Africa (P),Vehicle accident / death linked to hazardous transport,,"Along the coast of Lahj governorate, Yemen",Mixed Migration Monitoring Mechanism Initiative (4Mi), 44.065797 12.519978,Western Asia,,2.0,http://www.mixedmigration.org/4mi/,44.065797,12.519978,Vehicle accident
2019.MMP00967,2019.MMP00967,Incident,Southern Asia,2019-07-14,2019,July,1.0,,1,,1.0,,,Southern Asia (P),Violence,,"Off the coast of Bangladesh, en route to Kedeh, Malaysia",Mixed Migration Monitoring Mechanism Initiative (4Mi), 91.824865 21.155015,Uncategorized,,2.0,http://www.mixedmigration.org/4mi/,91.824865,21.155015,Violence
2019.MMP00968,2019.MMP00968,Incident,Western Africa,2019-07-14,2019,July,1.0,,1,,1.0,,,Sub-Saharan Africa (P),Sickness / lack of access to adequate healthcare,,"Boni, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi), 15.076764 -2.21941,Western Africa,,2.0,http://www.mixedmigration.org/4mi/,15.076764,-2.21941,Sickness inadequate healthcare access
2019.MMP00969,2019.MMP00969,Incident,North America,2019-07-14,2019,July,1.0,,1,,,1.0,,Latin America / Caribbean (P),Drowning,US-Mexico border crossing,"Río Bravo, near Brownsville, Cameron County, Texas, USA","El Sol de Tampico, Hoy Tamaulipas", -97.5256331 25.900962109,Northern America,Rescata Patrulla fronteriza de Brownsville cuerpo de ahogado en Matamoros,3.0,http://bit.ly/30yYs3F,-97.5256331,25.900962109,Drowning
2019.MMP00970,2019.MMP00970,Incident,North America,2019-07-14,2019,July,1.0,,1,,,1.0,,Central America,Mixed or unknown,US-Mexico border crossing,"Ranch west of Falfurrias, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News, -98.238623337 27.208588229,Northern America,EXCLUSIVE: Graphic Photos Show Bodies of 9 Migrants Found on Texas Ranches in July — 80 Miles from Border,1.0,http://bit.ly/33menV4,-98.238623337,27.208588229,Mixed or unknown
2019.MMP00971,2019.MMP00971,Incident,Western Africa,2019-07-14,2019,July,1.0,,1,,,1.0,,Sub-Saharan Africa (P),Vehicle accident / death linked to hazardous transport,,"Ougadougou, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi), 12.368721 -1.52105,Western Africa,,2.0,http://www.mixedmigration.org/4mi/,12.368721,-1.52105,Vehicle accident
2019.MMP00972,2019.MMP00972,Incident,Northern Africa,2019-07-14,2019,July,7.0,,7,,,2.0,1.0,Sub-Saharan Africa (P),Mixed or unknown,,"Tripoli, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi), 32.887622 13.184645,Northern Africa,,2.0,http://www.mixedmigration.org/4mi/,32.887622,13.184645,Mixed or unknown
2019.MMP00973,2019.MMP00973,Incident,Northern Africa,2019-07-14,2019,July,1.0,,1,,,1.0,1.0,Sub-Saharan Africa (P),Mixed or unknown,Sahara Desert crossing,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi), 24.134496 14.351666,Northern Africa,,2.0,http://www.mixedmigration.org/4mi/,24.134496,14.351666,Mixed or unknown
2019.MMP00974,2019.MMP00974,Incident,Western Africa,2019-07-15,2019,July,1.0,,1,,1.0,,,Sub-Saharan Africa (P),Mixed or unknown,Sahara Desert crossing,"Niamey, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi), 13.508763 2.123324,Western Africa,,2.0,http://www.mixedmigration.org/4mi/,13.508763,2.123324,Mixed or unknown
2019.MMP00975,2019.MMP00975,Incident,Western Africa,2019-07-15,2019,July,2.0,,2,,1.0,1.0,,Sub-Saharan Africa (P),Vehicle accident / death linked to hazardous transport,,"Bobo Dioulasso, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi), 11.158826 -4.306153,Western Africa,,2.0,http://www.mixedmigration.org/4mi/,11.158826,-4.306153,Vehicle accident
2019.MMP00976,2019.MMP00976,Incident,Western Africa,2019-07-16,2019,July,1.0,,1,,,1.0,,Sub-Saharan Africa (P),Vehicle accident / death linked to hazardous transport,,"Seytenga, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi), 14.383577 0.217793,Western Africa,,2.0,http://www.mixedmigration.org/4mi/,14.383577,0.217793,Vehicle accident
2019.MMP00977,2019.MMP00977,Incident,Western Africa,2019-07-16,2019,July,2.0,,2,,,2.0,,Sub-Saharan Africa (P),Vehicle accident / death linked to hazardous transport,,"Banfora, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi), 10.638253 -4.759634,Western Africa,,2.0,http://www.mixedmigration.org/4mi/,10.638253,-4.759634,Vehicle accident
2019.MMP00978,2019.MMP00978,Incident,North America,2019-07-15,2019,July,1.0,,1,,,1.0,,Latin America / Caribbean (P),"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -112.1861 31.764,Northern America,,5.0,http://www.humaneborders.info/app/mapa.asp,-112.1861,31.764,Harsh environmental conditions
2019.MMP00979,2019.MMP00979,Incident,North America,2019-07-15,2019,July,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Ranch southwest of the Falfurrias Border Patrol Checkpoint on Highway 281, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News, -98.187075045 26.975792985,Northern America,EXCLUSIVE: Graphic Photos Show Bodies of 9 Migrants Found on Texas Ranches in July — 80 Miles from Border,1.0,http://bit.ly/33menV4,-98.187075045,26.975792985,Mixed or unknown
2019.MMP00980,2019.MMP00980,Incident,North America,2019-07-16,2019,July,1.0,,1,,,1.0,,Central America,Drowning,US-Mexico border crossing,"Río Bravo, near International Bridge 1, Eagle Pass, Maverick County, Texas, USA","Zócalo, La Rancherita del Aire", -100.511613685 28.705314967,Northern America,Muere migrante ahogado en el río Bravo,3.0,http://bit.ly/2Sk6nPi http://bit.ly/30Q6kxI,-100.511613685,28.705314967,Drowning
2019.MMP00981,2019.MMP00981,Incident,Central America,2019-07-16,2019,July,2.0,,2,,,2.0,,Central America,Drowning,US-Mexico border crossing,"Río Bravo near La Amistad Dam, Ciudad Acuña, Coahuila, Mexico","Zócalo, Noticias del Sol de la Laguna, El Universal", -101.059931246 29.447929724,Central America,Se ahogan 2 migrantes en la presa,3.0,http://bit.ly/2LVNDVp,-101.059931246,29.447929724,Drowning
2019.MMP00982,2019.MMP00982,Incident,Mediterranean,2019-07-16,2019,July,1.0,,1,73.0,1.0,,,Sub-Saharan Africa (P),Drowning,Western Mediterranean,"Unspecified location in the Alboran Sea, between Morocco and Spain","Caminando Fronteras, Alarm Phone", -2.45277036 36.196379448,Uncategorized,,4.0,http://bit.ly/2XX5xt2,-2.45277036,36.196379448,Drowning
2019.MMP00983,2019.MMP00983,Incident,Western Africa,2019-07-16,2019,July,1.0,,1,,1.0,,,Sub-Saharan Africa (P),Mixed or unknown,,"Zinguichor, Senegal",Mixed Migration Monitoring Mechanism Initiative (4Mi), 12.562665 -16.263798,Western Africa,,2.0,http://www.mixedmigration.org/4mi/,12.562665,-16.263798,Mixed or unknown
2019.MMP00984,2019.MMP00984,Incident,Western Africa,2019-07-16,2019,July,1.0,,1,,1.0,,,Sub-Saharan Africa (P),Mixed or unknown,Sahara Desert crossing,"Agadez, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi), 7.98974 16.97314,Western Africa,,2.0,http://www.mixedmigration.org/4mi/,7.98974,16.97314,Mixed or unknown
2019.MMP00985,2019.MMP00985,Incident,Middle Africa,2019-07-17,2019,July,1.0,,1,,,1.0,,Sub-Saharan Africa (P),Sickness / lack of access to adequate healthcare,Sahara Desert crossing,"Unspecified location in the Sahara desert in Chad, on the border with Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi), 16.720115 23.008391,Middle Africa,,2.0,http://www.mixedmigration.org/4mi/,16.720115,23.008391,Sickness inadequate healthcare access
2019.MMP00986,2019.MMP00986,Incident,Western Africa,2019-07-17,2019,July,1.0,,1,,1.0,,,Sub-Saharan Africa (P),Sickness / lack of access to adequate healthcare,Sahara Desert crossing,"Dao, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi), 13.773611 21.706642,Western Africa,,2.0,http://www.mixedmigration.org/4mi/,13.773611,21.706642,Sickness inadequate healthcare access
2019.MMP00987,2019.MMP00987,Incident,Northern Africa,2019-07-16,2019,July,2.0,,2,,1.0,1.0,1.0,Sub-Saharan Africa (P),Mixed or unknown,Sahara Desert crossing,"Tamanrasset, Algeria",Mixed Migration Monitoring Mechanism Initiative (4Mi), 5.52718 22.78796,Northern Africa,,2.0,http://www.mixedmigration.org/4mi/,5.52718,22.78796,Mixed or unknown
2019.MMP00988,2019.MMP00988,Incident,Western Africa,2019-07-17,2019,July,1.0,,1,,,1.0,,Sub-Saharan Africa (P),Vehicle accident / death linked to hazardous transport,,"Bobo Dioulasso, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi), 11.158826 -4.306153,Western Africa,,2.0,http://www.mixedmigration.org/4mi/,11.158826,-4.306153,Vehicle accident
2019.MMP00989,2019.MMP00989,Incident,Northern Africa,2019-07-17,2019,July,1.0,,1,,,1.0,,Sub-Saharan Africa (P),Violence,Sahara Desert crossing,"Sabha, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi), 14.44099 27.02249,Northern Africa,,2.0,http://www.mixedmigration.org/4mi/,14.44099,27.02249,Violence
2019.MMP00990,2019.MMP00990,Incident,Western Africa,2019-07-17,2019,July,2.0,,2,1.0,2.0,,,Sub-Saharan Africa (P),Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,"Unspecified location in the Sahara Desert, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi), 20.684159 11.519096,Western Africa,,2.0,http://www.mixedmigration.org/4mi/,20.684159,11.519096,Vehicle accident
2019.MMP00991,2019.MMP00991,Incident,Northern Africa,2019-07-17,2019,July,1.0,,1,,,1.0,,Unknown,Sickness / lack of access to adequate healthcare,,"Tripoli, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi), 13.18105 32.89534,Northern Africa,,2.0,http://www.mixedmigration.org/4mi/,13.18105,32.89534,Sickness inadequate healthcare access
2019.MMP00992,2019.MMP00992,Incident,Northern Africa,2019-07-17,2019,July,2.0,,2,,1.0,1.0,,Sub-Saharan Africa (P),Mixed or unknown,Sahara Desert crossing,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi), 13.766789 25.29115,Northern Africa,,2.0,http://www.mixedmigration.org/4mi/,13.766789,25.29115,Mixed or unknown
2019.MMP00993,2019.MMP00993,Incident,Western Africa,2019-07-17,2019,July,1.0,,1,,,1.0,,Sub-Saharan Africa (P),Sickness / lack of access to adequate healthcare,,"Koubia, Guinea",Mixed Migration Monitoring Mechanism Initiative (4Mi), 11.581531 -11.892614,Western Africa,,2.0,http://www.mixedmigration.org/4mi/,11.581531,-11.892614,Sickness inadequate healthcare access
2019.MMP00994,2019.MMP00994,Incident,Western Africa,2019-07-17,2019,July,2.0,,2,,1.0,1.0,,Sub-Saharan Africa (P),Mixed or unknown,,"Kumasi, Ghana",Mixed Migration Monitoring Mechanism Initiative (4Mi), 6.659396 -1.621256,Western Africa,,2.0,http://www.mixedmigration.org/4mi/,6.659396,-1.621256,Mixed or unknown
2019.MMP00995,2019.MMP00995,Incident,Western Africa,2019-07-17,2019,July,1.0,,1,,1.0,,,Sub-Saharan Africa (P),Sickness / lack of access to adequate healthcare,,"Bobo Dioulasso, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi), 11.158826 -4.306153,Western Africa,,2.0,http://www.mixedmigration.org/4mi/,11.158826,-4.306153,Sickness inadequate healthcare access
2019.MMP00996,2019.MMP00996,Incident,Western Africa,2019-07-17,2019,July,1.0,,1,,,1.0,1.0,Sub-Saharan Africa (P),Vehicle accident / death linked to hazardous transport,,"Segou, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi), 13.427836 -6.249892,Western Africa,,2.0,http://www.mixedmigration.org/4mi/,13.427836,-6.249892,Vehicle accident
2019.MMP00997,2019.MMP00997,Incident,Western Africa,2019-07-17,2019,July,1.0,,1,,1.0,,,Sub-Saharan Africa (P),Violence,,"Kayes, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi), 14.435103 -11.444687,Western Africa,,2.0,http://www.mixedmigration.org/4mi/,14.435103,-11.444687,Violence
2019.MMP00998,2019.MMP00998,Incident,Western Africa,2019-07-17,2019,July,1.0,,1,,,1.0,,Sub-Saharan Africa (P),Mixed or unknown,,"Kedougou, Senegal",Mixed Migration Monitoring Mechanism Initiative (4Mi), 12.559796 -12.17459,Western Africa,,2.0,http://www.mixedmigration.org/4mi/,12.559796,-12.17459,Mixed or unknown
2019.MMP00999,2019.MMP00999,Incident,Western Africa,2019-07-18,2019,July,2.0,,2,,,1.0,1.0,Sub-Saharan Africa (P),Sickness / lack of access to adequate healthcare,,"Lome, Togo",Mixed Migration Monitoring Mechanism Initiative (4Mi), 6.130096 1.225748,Western Africa,,2.0,http://www.mixedmigration.org/4mi/,6.130096,1.225748,Sickness inadequate healthcare access
2019.MMP01000,2019.MMP01000,Incident,Western Africa,2019-07-18,2019,July,1.0,,1,,1.0,,,Sub-Saharan Africa (P),Sickness / lack of access to adequate healthcare,,"Bobo Dioulasso, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi), 11.158826 -4.306153,Western Africa,,2.0,http://www.mixedmigration.org/4mi/,11.158826,-4.306153,Sickness inadequate healthcare access
2019.MMP01001,2019.MMP01001,Incident,Southern Asia,2019-07-17,2019,July,1.0,,1,,,1.0,,Southern Asia,Violence,,"Unspecified location on the Iran-Pakistan border, Sistan and Baluchestan, Iran","Pakistan Today, Daily Balochistan Express", 61.8462235 26.0953381,Southern Asia,Illegal border crossing: Iran security forces kill Pakistani youth,3.0,http://bit.ly/2SxqCcp http://bit.ly/2YgYeAD,61.8462235,26.0953381,Violence
2019.MMP01002,2019.MMP01002,Incident,North America,2019-07-17,2019,July,1.0,,1,,,1.0,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.812279 31.797302,Northern America,,5.0,http://www.humaneborders.info/app/mapa.asp,-111.812279,31.797302,Harsh environmental conditions
2019.MMP01003,2019.MMP01003,Incident,North America,2019-07-17,2019,July,1.0,,1,,1.0,,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Ranch southwest of the Falfurrias Border Patrol Checkpoint on Highway 281, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News, -98.197718051 26.985855503,Northern America,EXCLUSIVE: Graphic Photos Show Bodies of 9 Migrants Found on Texas Ranches in July — 80 Miles from Border,1.0,http://bit.ly/33menV4,-98.197718051,26.985855503,Mixed or unknown
2019.MMP01004,2019.MMP01004,Incident,North America,2019-07-18,2019,July,1.0,,1,,,1.0,,Central America,Mixed or unknown,US-Mexico border crossing,"Ranch southwest of Falfurrias, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News, -98.230383591 27.13759256,Northern America,EXCLUSIVE: Graphic Photos Show Bodies of 9 Migrants Found on Texas Ranches in July — 80 Miles from Border,1.0,http://bit.ly/33menV4,-98.230383591,27.13759256,Mixed or unknown
2019.MMP01005,2019.MMP01005,Incident,Central America,2019-07-18,2019,July,1.0,,1,,,1.0,,Caribbean,Drowning,US-Mexico border crossing,"Río Bravo, nea Reynosa, Tamaulipas, Mexico","López Doriga, El Mercurio de Tamaulipas", -98.0796846 25.981681,Central America,Muere migrante cubano al intentar cruzar el Río Bravo,3.0,http://bit.ly/2JHAVYV http://bit.ly/2xWrEoZ,-98.0796846,25.981681,Drowning
2019.MMP01006,2019.MMP01006,Incident,Western Asia,2019-07-18,2019,July,16.0,,16,50.0,6.0,6.0,5.0,Western / Southern Asia (P),Vehicle accident / death linked to hazardous transport,Iran to Turkey,"Road near Ilıkaynak district, İpekyolu, Van province, Turkey","Daily Sabah, L'Orient Le Jour, Sabah", 43.613323 38.74964,Western Asia,"17 killed after bus carrying illegal migrants overturns in Van, eastern Turkey",3.0,http://bit.ly/2M0mGQo,43.613323,38.74964,Vehicle accident
2019.MMP01007,2019.MMP01007,Incident,South America,2019-07-18,2019,July,1.0,,1,,1.0,,,South America,Vehicle accident / death linked to hazardous transport,,"Road in Pamplona, Santander, Colombia","El Nacional, La Opinión, El Periodiquito", -72.6503369 7.37823,South America,Caminante venezolana murió tras ser arrollada en Norte de Santander,3.0,http://bit.ly/2XYe8fi,-72.6503369,7.37823,Vehicle accident
2019.MMP01008,2019.MMP01008,Incident,Western Africa,2019-07-18,2019,July,2.0,,2,,1.0,1.0,1.0,Sub-Saharan Africa (P),"Harsh environmental conditions / lack of adequate shelter, food, water",Sahara Desert crossing,"Niamey, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi), 13.508763 2.123324,Western Africa,,2.0,http://www.mixedmigration.org/4mi/,13.508763,2.123324,Harsh environmental conditions
2019.MMP01009,2019.MMP01009,Incident,Western Africa,2019-07-19,2019,July,2.0,,2,,,2.0,1.0,Sub-Saharan Africa (P),Mixed or unknown,,"Sikasso, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi), 11.316677 -5.691763,Western Africa,,2.0,http://www.mixedmigration.org/4mi/,11.316677,-5.691763,Mixed or unknown
2019.MMP01010,2019.MMP01010,Incident,Western Africa,2019-07-20,2019,July,1.0,,1,,1.0,,,Sub-Saharan Africa (P),Vehicle accident / death linked to hazardous transport,,"Bobo Dioulasso, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi), 11.158826 -4.306153,Western Africa,,2.0,http://www.mixedmigration.org/4mi/,11.158826,-4.306153,Vehicle accident
2019.MMP01011,2019.MMP01011,Incident,Western Africa,2019-07-20,2019,July,1.0,,1,,1.0,,,Sub-Saharan Africa (P),Sickness / lack of access to adequate healthcare,,"Kantchari, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi), 12.479761 1.515145,Western Africa,,2.0,http://www.mixedmigration.org/4mi/,12.479761,1.515145,Sickness inadequate healthcare access
2019.MMP01012,2019.MMP01012,Incident,Central America,2019-07-19,2019,July,1.0,,1,,,1.0,,Central America,Violence,,"Near border bridge El Ceibo, Tenosique, Tabasco, Mexico - near border with Guatemala","XEVA Noticias, El Piñero", -91.012688909 17.258728416,Central America,Secuestran y asesinan a migrante en frontera de Tabasco y Guatemala,3.0,http://bit.ly/2LDCNE7,-91.012688909,17.258728416,Violence
2019.MMP01013,2019.MMP01013,Incident,Central America,2019-07-19,2019,July,1.0,,1,,,1.0,,Caribbean,Violence,US-Mexico border crossing,"Hospital de la Familia -  - after being stabbed in colonia Chaveña, Ciudad Juárez, Chihuahua, Mexico","Noticiero Universal, Periódico Cubano", -106.4832893 31.7300671,Central America,Familia de migrante cubano asesinado en Ciudad Juárez busca despedirlo en Cuba,3.0,http://bit.ly/2y2PsYq http://bit.ly/2y7OnOR,-106.4832893,31.7300671,Violence
2019.MMP01014,2019.MMP01014,Incident,North America,2019-07-19,2019,July,1.0,,1,,1.0,,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.389112 31.544827,Northern America,,5.0,http://www.humaneborders.info/app/mapa.asp,-111.389112,31.544827,Mixed or unknown
2019.MMP01015,2019.MMP01015,Incident,Central America,2019-07-20,2019,July,1.0,,1,,,1.0,,Latin America / Caribbean (P),Vehicle accident / death linked to hazardous transport,,"Near Jecolúa, El Fuerte, Sinaloa, Mexico",Debate, -108.722723683 26.217624638,Central America,"Muere ""trampa"" atropellado por ferrocarril en El Fuerte",1.0,https://bit.ly/2N84KDf,-108.722723683,26.217624638,Vehicle accident
2019.MMP01016,2019.MMP01016,Incident,Central America,2019-07-20,2019,July,1.0,,1,,,1.0,,Central America,Sickness / lack of access to adequate healthcare,US-Mexico border crossing,"Hospital General de Ciudad Juárez, Chihuaha, Mexico","El Diario, Reforma, Diario19", -106.4562579 31.7380543,Central America,Muere migrante hondureño en el Hospital General,3.0,http://bit.ly/2Lzahnb,-106.4562579,31.7380543,Sickness inadequate healthcare access
2019.MMP01017,2019.MMP01017,Incident,North America,2019-07-20,2019,July,1.0,,1,,,1.0,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Desert, near El Centro, Imperial County, California, USA",The San Diego Union Tribune, -115.643388924 32.75680046,Northern America,19-year-old migrant dies from heat exposure after trying to cross border,1.0,https://bit.ly/2KJ3jJd,-115.643388924,32.75680046,Harsh environmental conditions
2019.MMP01018,2019.MMP01018,Incident,North America,2019-07-20,2019,July,1.0,,1,,,1.0,,Central America,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.922967 32.563317,Northern America,,5.0,http://www.humaneborders.info/app/mapa.asp,-111.922967,32.563317,Mixed or unknown
2019.MMP01019,2019.MMP01019,Incident,South-eastern Asia,2019-07-20,2019,July,3.0,,3,,2.0,1.0,2.0,Southern Asia (P),Mixed or unknown,,"Bangkok, Thailand",Mixed Migration Monitoring Mechanism Initiative (4Mi), 100.429298 13.760339,South-eastern Asia,,2.0,http://www.mixedmigration.org/4mi/,100.429298,13.760339,Mixed or unknown
2019.MMP01020,2019.MMP01020,Incident,North America,2019-07-20,2019,July,1.0,,1,,,1.0,,Central America,Mixed or unknown,US-Mexico border crossing,"Body recovered near Phoenix, Arizona, USA","CONAMIGUA, Todo Nocitas", -112.241578804 33.179906061,Northern America,CONAMIGUA continúa apoyando a las familias de migrantes guatemaltecos que mueren en su travesía por llegar de manera irregular a los EE.UU.,5.0,http://bit.ly/2VEZry4,-112.241578804,33.179906061,Mixed or unknown
2019.MMP01021,2019.MMP01021,Incident,Central America,2019-07-20,2019,July,1.0,,1,2.0,1.0,,1.0,Central America,Sickness / lack of access to adequate healthcare,US-Mexico border crossing,"Hospital General Doctor Salvador Chavarría in Piedras Negras, Coahuila, Mexico - after being rescued from the Río Bravo","La Prensa de Monclova, El Diario de Coahuila, Zócalo", -100.5406864 28.661188,Central America,Muere ahogada niña Migrante de 11 años,3.0,http://bit.ly/2LxMKCX,-100.5406864,28.661188,Sickness inadequate healthcare access
2019.MMP01022,2019.MMP01022,Incident,Europe,2019-07-20,2019,July,1.0,,1,,,1.0,,Western / Southern Asia (P),Vehicle accident / death linked to hazardous transport,,"Train tracks along the railway line Thessaloniki-Alexandroupolis, near Xanthi, Greece","Refugee Support Aegean,  Efsyn", 22.9444191 40.6400629,Southern Europe,Νεκρός μετανάστης που παρασύρθηκε από τρένο στην Ξάνθη,4.0,http://bit.ly/2M3Czp7,22.9444191,40.6400629,Vehicle accident
